#1|orig_group	count
ⲛ̄ϣⲁⲉⲛⲉϩ	1
ⲉⲛⲧⲁⲛⲙⲉⲉⲩⲉ`	1
ϫⲉⲁⲡϣⲟⲣⲡ	1
ⲉⲧⲟⲩⲛⲁⲧⲁϣⲉⲟⲓϣ	1
ⲉⲩⲛⲁⲣϣⲡⲏⲣⲉ	1
ⲉⲣⲉⲡϭⲉⲣⲱⲃ	1
ⲙ̄ⲡⲉⲧϩ︤ⲙ︥ⲡⲏⲓ̈	1
ⲁϥϫⲓⲡⲓⲱⲧ	1
ϣⲁⲛⲧⲉϥⲥⲟⲣⲙⲟⲩ	1
ⲛ̄ⲭⲣⲏⲙⲁ	1
ϫⲉⲛ̇ⲧⲁⲟⲩⲃⲱⲕ	1
ϩⲓⲧⲛⲧⲉⲕⲕⲗⲏⲥⲓⲁ	1
ⲙⲛⲛⲥⲁⲡⲣⲁⲛ	1
ⲙⲛⲛⲥⲁⲥⲟⲟⲩ	1
ⲁϥϫⲟⲟ̇ⲥ̇	1
ϥⲛⲁ̣ϫⲟⲟⲥ	1
ⲛ̄ⲧⲁϥϫⲟⲟⲥ⳿	1
ⲙ︤ⲛ︥ⲛⲉⲩⲙ︤ⲛ︦ⲧ︥ⲁⲕⲁⲑⲁⲣⲧⲟⲥ⳿	1
ⲛ̄ⲛⲉⲛⲧⲁⲩϥⲓ̈	1
ⲉⲧⲣⲉⲛ̄ⲕⲁ`	1
ⲛ̣̄ϩⲁϩ	1
ϯⲧⲏⲩⲧ︤ⲛ︥	1
ⲙⲡⲁⲧⲉ̣ϥϫⲓ	1
ϫⲉⲁⲩϫⲟⲟⲥ	1
ⲉⲩⲛⲁⲣϫⲟⲩⲱⲧ	1
ϫⲉⲙ̄ⲫⲟⲛⲟⲥ⳿	1
ⲉⲧϩⲟⲟⲩⲧⲁⲕⲉⲛⲓϩⲏⲧ	1
ⲛ̄ⲧⲉⲧⲉⲛⲙⲉⲣⲓⲥ	1
[ⲙ̄ⲡ]ⲛ̣ⲟⲩⲧⲉ	1
ϫⲉⲛⲉϥⲧⲉⲓⲧⲱⲛ	1
ⲛ̇ϭⲓ̇ⲧⲉⲃⲓⲏⲛ	1
ⲉⲡ̣ⲙ̣ⲟⲩ	1
ϫⲉⲛ̄ⲛⲉⲩⲉⲡⲓⲃⲟⲩⲗⲉⲩⲉ	1
Ⲡⲉⲛⲧⲁϥⲉⲡⲓⲧⲓⲙⲁ	1
ⲛ̄ϣϥⲉ`	1
ⲉϣⲁϥϫⲓ	1
ⲁⲥⲛⲁϩⲙⲉⲕ	1
ⲉⲡⲥⲁⲧⲁⲛⲁⲥ	1
ⲉⲧⲣⲉⲛϣⲏⲣⲉ	1
ⲉⲧⲣⲉⲛϣⲱⲡⲉ	1
ⲉϣⲓ̇ⲏⲧ	1
ⲉⲧⲣⲉⲛϫⲟⲟⲥ	1
ⲉⲧⲣⲉⲛϫⲱⲗϫ	1
ⲁϥϫⲟⲟⲣⲟⲩ	1
ⲡⲉⲧⲟⲩⲕⲓⲑⲁⲣⲓⲍⲉ	1
ⲛ̇ϥ̇ϩⲉ	1
ⲁϥϫⲡⲓⲟⲛ`	1
ⲉϥⲉϫⲱϩ	1
ⲉⲁⲣϫⲟⲟⲩ	1
ⲉϥⲗϩⲏⲙ	1
ⲛ̄ⲛⲉⲛⲧⲁⲩⲙⲟⲩ	1
ⲙ̄ⲡ︤ϥ︥ϣⲓⲛⲉ	1
ⲙ̄ⲡ︤ϥ︥ϣⲓⲡⲉ	1
ⲛ̣̄ⲣⲙ̣	1
ⲉⲁⲥϫⲟⲟⲥ	1
ⲛ︤ⲅ︥ⲙⲉⲣⲓⲧ︤ϥ︥	1
ⲟⲩⲛϩⲉⲛϩⲉⲃⲱⲱⲛ	1
ϩⲙ̄ⲡⲕⲟⲥⲙⲟⲥ	1
ⲛ̣̇ⲥⲱⲛ	1
ϣⲁⲣⲉⲡⲉϭⲣⲟϭ	1
ⲉϫⲛⲛⲉϥⲙⲉⲉⲩⲉ	1
ⲉⲁⲩϥⲓⲧϥ	1
ⲉϫ︤ⲛ︥ⲛⲉⲧⲛⲟⲩⲟⲟϭⲉ	1
ⲉⲁⲩϯⲟⲥⲉ	1
ⲛ̄ⲧⲉϥⲙⲛ̄ⲧⲛⲟⲩⲧⲉ	1
ⲉϫⲓϩⲁⲡ	1
ⲉϫⲛϩⲁϩ	1
ⲡⲁⲣⲁⲧⲣⲉⲛϭⲉⲗⲡ·ⲡⲉⲛϩⲏⲧ	1
ⲉ[ⲧⲃ]ⲉⲟⲩⲙⲟⲥⲧⲉ	1
ⲛ̄ϩⲏ̣ⲧ	1
ⲛ̄ϣⲗⲟϥ	1
ⲛ̄ϣⲗⲏⲗ	1
ⲛ̄ϩⲁⲓ̈	1
ⲛ̄ϩⲏⲃⲥ	1
ⲛ̄ϩⲏⲕⲉ	1
ⲛ̄ϩⲛⲟ̂	1
ⲛ̄Ϩⲱⲃ⳿	1
ⲛ̄ϩⲣⲁⲓ	1
ⲛ̄ϫⲟⲟⲥ	1
ⲛ̄ϫⲣⲟⲡ	1
ⲛ̄ϭⲁⲗⲉ	1
ⲛ̄ϯⲁⲏⲥ	1
ⲉⲧⲣⲉⲧⲉⲧⲛϫⲓ	1
ⲛ̄ϯⲙⲉ⳿	1
ⲉϣⲁⲥⲉⲓ	1
ⲉϣⲙⲧϣⲉ	1
ⲉϣⲱⲡⲉ̂	1
ⲉⲛϣⲁⲛϩⲉ	1
ⲉⲩⲉ̄ⲕⲁⲧⲁⲡⲟⲛϯⲍⲉ	1
ⲁϥϯϣⲟⲙⲛⲧ̄	1
ⲉϥⲃⲱⲧⲉ	1
ⲉϥⲉⲁⲁⲛ	1
ⲉϥⲉⲃⲱⲗ	1
ⲉϥⲕⲓ̇ⲙ	1
ϩⲙ̇ⲡⲁϩ̇ⲏⲧ	1
﻿ⲁϥϫⲟⲟⲥ	1
ⲉϥⲙⲟϫⲧ	1
ⲉϥⲛⲁϥⲓ	1
ⲛ̇ϣⲟⲣⲡ	1
ⲉϥⲓⲧⲟⲩ	1
ⲛ̇ϣⲱⲛⲉ	1
ⲉϥⲣⲁϣⲉ	1
ⲉϥⲗⲩⲡⲏ	1
ⲉϥⲙⲏⲛ⳿	1
ⲛ̇ϩⲓⲥⲉ	1
ⲛ̇ϩⲗⲗⲟ	1
ⲉϥⲣⲱϩⲧ	1
ⲛ̇ϩⲟⲟⲩ	1
ⲛ̇ϩⲨⲗⲏ	1
ⲉⲛϣⲟⲛⲧⲉ	1
ⲉϥⲟⲧⲡ̄	1
ⲉϥⲟⲩⲟϫ	1
ⲉϥⲡⲓⲑⲉ	1
ⲉϥⲡⲟⲣϣ	1
ⲉϥⲥⲟⲃϩ	1
ⲉϥⲥⲟⲣⲙ	1
ⲉϥⲥⲟⲧⲡ	1
ⲉϥⲥⲱⲧⲙ	1
ⲉϥⲧⲱⲣⲡ	1
ⲉⲧⲣⲉⲩϣⲓⲛⲉ	1
ⲉⲧⲣⲉⲩϭⲟⲡϥ	1
ⲉⲛϥⲙⲡϣⲁ	1
ⲉⲩⲉϫⲛⲉⲡϩ︤ⲗ︥ⲗⲟ	1
ⲛⲟⲩⲣⲉϥϫⲓϣⲟϫⲛⲉ	1
ϫⲉⲁⲧⲉⲧ︤ⲛ︥ⲕⲱ̂	1
ⲙⲛⲑⲩⲡⲟⲕⲣⲓⲥⲓⲥ	1
ⲉϩⲉⲛⲙⲁ	1
ⲉϩⲟⲩ]ⲛ	1
ⲉϩⲣⲁϥ`	1
ⲉϩⲙⲟⲟⲥ	1
ⲉϩⲟⲓⲛⲉ	1
ⲉϩⲟⲩⲉ̇	1
ⲉϩⲟⲩ⳯⳿	1
ⲉϩⲣⲁⲓ]	1
ϣⲁϥⲣ̄	1
ϣⲁϥⲉⲓ	1
ϣⲁϥⲕⲱ	1
ϣⲁϫⲱⲥ	1
ϣⲃϫⲱⲥ	1
ⲡⲉⲕⲣⲓ̈ⲕⲟⲥ	1
ⲉϩⲧⲟⲟⲩ	1
ϣⲓ̇ⲛⲉ	1
ϣⲓ̈ⲡⲉ	1
ϣⲱ]ⲡⲉ	1
ⲉⲛϩⲉⲛϫⲏ	1
ⲉϫⲙⲡϫⲓ	1
ⲛ̄ϩⲉⲛⲟⲩⲱⲛ︤ϣ︥	1
ⲉϫⲙⲡⲏⲓ	1
ⲉϫⲙⲡⲙⲁ	1
ⲉϫⲛⲟⲩⲁ	1
ⲉϫⲛⲧⲙⲉ	1
ϩⲛⲛⲉϥⲥⲡⲟⲧⲟⲩ	1
ⲉⲛϩⲟⲥⲟⲛ	1
ⲛϥⲧⲱϩ︤ⲙ︥	1
ⲛⲧⲉⲛϩⲁⲉⲟⲩ	1
ⲛⲛⲉⲧⲛⲁⲙⲉⲧⲁⲛⲟⲓ̈	1
ⲉϭⲉⲣⲱⲃ	1
ϩⲙ̇ⲡⲉϥϩⲏⲧ	1
ϫⲉⲉⲣⲉⲙⲡϩⲱⲃ	1
ⲙⲡⲉⲥ̄ⳁⲟ︤ⲥ︥	1
ⲉⲩⲑⲃ̇ⲃⲓⲟ	1
ϫⲉⲟⲩⲛ̄ⲛⲟⲃⲉ	1
ⲡⲉⲧⲛⲁ[ⲕⲗⲏ]ⲣⲟⲛⲟⲙⲉⲓ	1
ⲛ︤ϥ︥ⲧⲣⲉⲛ̄ϣⲟϫⲛⲉ	1
ⲉϯⲛⲁⲕ⳿	1
ϩⲙⲡⲉⲟⲩⲟⲉⲓ̣ϣ	1
ⲉϯⲥⲃⲱ̂	1
ϩⲓ̇ⲑⲏ	1
ϩⲙ̇ⲙⲁ	1
ϩⲓϩⲁϩ	1
ϩⲓϣⲁⲗ	1
ϩⲓϩⲁⲧ	1
ϩⲛ̄ⲟⲩ	1
ϩⲙϩⲁⲗ	1
ϩⲱ̇ⲱⲛ	1
ⲉⲛϯⲙⲡϣⲁ	1
ϫⲉϣϣⲉ	1
ϫⲉϥϫⲱ	1
ϫⲉϥⲓ̂	1
ϫⲉⲟⲩⲛ̇ⲟⲩⲟⲛ	1
ϫⲉϩⲁϩ	1
ϫⲉϣⲏⲛ	1
ϫⲉϯⲟ̂	1
ϫⲉϥⲙⲉ	1
ϫⲉϫⲓⲧ	1
ϫⲓ̣ⲧ̣	1
ⲉⲧⲉⲣⲉⲧϣⲉⲉⲣⲉ	1
ϫⲓϩⲁⲡ	1
ⲉ̇ⲧⲣⲉϥϥⲓ̇	1
ϭⲃ̇ⲃⲉ	1
ⲛϭⲉⲓ̈ⲡⲉⲛϫⲟⲉⲓ̈ⲥ	1
ⲛ̄ⲛⲉⲧϩⲓⲧⲟⲩⲱⲟⲩ	1
ϣⲁⲥϥⲓ	1
ϣⲁⲩϩⲉ	1
ϣⲁⲁⲡⲁ	1
ϣⲁⲑⲁⲏ	1
ϣⲁⲛⲧⲉ	1
ϣⲁⲣⲏⲥ	1
ϣⲁⲣⲟⲛ	1
ϣⲁⲥⲉⲓ	1
ϣⲁⲩⲗⲟ	1
ϣⲉⲉⲣⲉ	1
ϣⲟⲡϥ̄	1
ϭⲱϣⲧ̄	1
ϣⲟⲟⲡ̂	1
ϣⲟⲩⲟ̄	1
ϣⲟⲩⲟ̇	1
ϣⲟⲟⲧⲓ	1
ϣⲟⲡⲟⲩ	1
ⲉⲛⲉⲛⲇⲁⲓⲙⲱⲛ	1
ϣⲧⲁⲙ`	1
ϣⲱⲡⲉ̣	1
ϣⲱⲱⲧ`	1
ϥⲁⲣⲭⲓ	1
ϥⲓⲱ̇ⲡ	1
ϥⲉⲓⲙⲉ	1
ϥⲙⲡϣⲁ	1
ϥⲛⲁϩⲉ	1
ϥⲛⲁϫⲓ	1
ϥⲓⲁⲧⲕ	1
ϥⲛⲁⲉⲓ	1
ϥⲟⲣⲃ̄	1
ϥⲟⲩⲏϩ	1
ϥⲟⲩⲱⲙ	1
ϥⲥⲱⲧⲙ	1
ϩⲙ̇ⲡⲉϩⲙⲟⲩ	1
ⲁϥϭⲁⲗⲱⲟⲩ	1
ⲉⲧⲃⲉⲟⲩⲫⲑⲟⲛⲟⲥ	1
ϩⲱⲣⲥⲓ̇ⲏⲥⲓ̈	1
̇ⲙ̇ⲡ̇ⲃⲟⲗ	1
ⲛ̄ⲛⲉⲓ̈ⲡⲉⲧⲟⲩⲁⲁⲃ	1
ⲛϥ̄ⲛⲁϫⲟⲩ	1
ϨⲀⲘⲎⲚ	1
ⲧⲁⲓⲥⲟⲫⲓⲁ	1
ϩⲉⲛϣⲉ	1
ϩⲉⲛϩⲏ	1
ϩⲁⲃⲟⲗ	1
ϩⲁⲑⲏ̂	1
ϩⲁⲧⲏ̂	1
ϩⲁⲧⲛ̣	1
ϩⲁⲟⲩⲁ	1
ϩⲁⲣⲙⲁ	1
ϩⲁⲣⲟⲕ	1
ϩⲃⲏⲩⲉ	1
ϩⲏⲧϥ̄	1
ϩⲏⲧϥ̇	1
Ϩⲱⲱϥ`	1
ϩⲓⲧϩⲏ	1
ϩⲉⲛⲣⲉ	1
ϩⲙⲡϣⲓ	1
ϩⲙⲡϩⲟ	1
[ⲛϩⲏ]ⲧ︤ⲛ︥	1
ϩⲓⲛⲉϩ	1
ϩⲓⲣⲱϥ	1
ϩⲓⲧⲙ̇	1
ϩⲓⲡⲙⲁ	1
ϩⲓⲥⲱ᷍	1
ϩⲓⲥⲱⲛ	1
ϩⲟⲗϭ̇	1
ϩⲓⲱⲱⲕ	1
ϩⲟⲧϩⲧ	1
ⲟⲩⲛⲥϩⲓⲙⲉ	1
ⲉⲓϩⲁⲧⲉⲧⲏⲩⲧⲛ	1
ϩⲣⲟϣ`	1
ϩⲛⲑⲁⲏ	1
ϩⲟⲡⲥ̇	1
ϩⲟⲩⲛ̣	1
ϩⲟⲩⲟ̂	1
ϩⲟⲟⲕⲉ	1
ϩⲱⲱϥ`	1
ϩⲧⲏⲧⲛ	1
Ϫⲉⲕⲁⲥ	1
ϩⲱⲃⲥ̄	1
ϩⲱⲟⲩ`	1
ϩⲱⲟⲩ⳿	1
ϩⲱⲱⲛ`	1
ϩⲱⲱⲕ⳿	1
ϩⲱⲱⲧⲉ	1
ϫⲉⲕϫⲱ	1
ϫⲉⲟ̇ⲩ	1
ϫⲉⲡϥⲱ	1
ⲧ[ⲏⲣ]ϥ	1
ϫⲉⲁⲩϯ	1
ϫⲉⲁⲡⲛ	1
ϫⲉⲁⲣⲓ	1
ϫⲉⲁⲩⲱ	1
ϫⲉⲉⲧⲓ	1
ϫⲉⲕⲱ̂	1
ϫⲉⲙⲏ`	1
ϫⲉⲙⲛ̇	1
ϫⲉⲏⲇⲏ	1
ϫⲉⲛⲟϭ	1
ϫⲉⲕⲁⲛ	1
ϫⲉⲟⲩ̂	1
ϫⲉⲥⲱ̇	1
ϫⲉⲛⲑⲉ	1
ϫⲉⲡⲱⲥ	1
ϫⲉⲥⲉⲟ	1
ϫⲉⲧⲁⲓ	1
ϫⲉⲧⲙⲉ	1
ϫⲉⲧⲉⲧⲛⲉⲓⲣⲉ	1
ϫⲓⲕⲃⲁ	1
ⲡⲁⲣⲁⲧⲣⲉⲛⲕⲓⲙⲕⲓⲙ	1
ϫⲉⲟⲩⲛ̄ϩⲁϩ	1
ϫⲙⲙⲟⲛ	1
ϫⲟⲟⲥ⳿	1
ϫⲟⲩⲱⲧ	1
ⲡⲉⲓ̈ⲛⲟϭ	1
ϫⲉⲧⲉⲧⲛⲟⲩⲱϣ	1
ϫⲱⲱⲙⲉ	1
ⲉⲣ̄ⲡⲁⲓ̈	1
ⲙⲁⲣⲉⲥϣⲃϫⲱⲥ	1
ⲙ̄ⲡⲉⲛⲧⲁⲩϯϭⲱⲛⲧ̄	1
ⲛ̇ⲅⲣ̇ⲟⲩⲕⲟⲩⲓ̇	1
ϭⲛⲛⲁⲓ	1
ϭⲟⲗⲡ̇	1
ⲟⲩⲑⲏⲣⲓⲟⲛ	1
ϭⲱⲗⲡ̇	1
ϭⲱⲛⲧ︥	1
ϫⲉⲛⲁϩ︤ⲙ︥ϩⲁϩ`	1
ⲉⲛⲁⲓ̈ⲁⲧⲛ	1
[ⲉⲧϣⲟⲣϩ̄	1
ϫⲉⲛⲁϩ︤ⲙ︥ϩⲁⲗ`	1
ϯⲛⲁϥⲓ	1
ϯⲛⲁϫⲱ	1
ϯⲛⲁϭⲱ	1
ϯⲣⲁϣⲉ	1
ϯⲙⲧⲟⲛ	1
ϯⲛⲁⲗⲟ	1
ϯⲟⲩⲉϣ	1
ϯⲟⲩⲱ̇	1
ϯⲟⲩⲃⲉ	1
ⲙ︤ⲛ︥ⲧⲙ︤ⲛ︦ⲧ︥ϩⲁⲣ︤ϣ︥ϩⲏⲧ	1
ϯⲥⲱⲧⲙ	1
ⲉⲃⲟ̣[ⲗ]	1
ϫⲉⲉⲣⲉⲣⲣⲱⲙⲉ	1
ⲛ̇ⲇⲉⲙⲱⲛ	1
ⲙ︤ⲛ︥ⲛⲉϥϫⲁϫⲉ	1
ⲙ︤ⲛ︥ⲛⲉϥϣⲏⲣⲉ	1
[ⲛ]ⲧⲉⲣⲉϥⲉⲓ̇	1
ⲛϥ̄ⲥⲁϣⲙ̄	1
ⲛϥ̄ⲥⲁϩⲟⲩ	1
ⲙⲡⲛⲉϣⲛⲟϫϥ	1
ϩⲉⲛⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ	1
ⲡⲉⲕϫⲁϫⲉ	1
ϩ︤ⲛ︥ⲛⲉⲭⲣⲉⲓⲥⲧⲓⲁⲛⲟⲥ⳿	1
ⲛ̇ⲕⲱϩⲧ̇	1
ϣⲁⲩⲕⲁⲛⲉⲧϣⲱⲛⲉ	1
ⲛ̇ⲗⲁ̇ⲁⲩ	1
ⲛⲁϫⲉⲛϣⲁϫⲉ	1
ⲁ̇ϥⲕ̇ⲧⲟϥ	1
ϯⲛⲁⲧⲥⲁⲃⲱⲧⲛ	1
ⲛϥ̄ⲟⲣⲃⲥ̄	1
ⲉⲛⲉⲙ̄ⲡⲉⲡⲟⲩϩⲏⲧ⳿	1
ϩⲉⲓ̈ϫⲱϥ	1
ⲡⲉⲧ︤ⲛ︥ⲛⲁ⟨ⲣ⟩ⲣ︤ⲙ︥ⲙ⟨ⲁ⟩ⲟ̂	1
ⲛⲛⲟⲩⲉⲣⲏⲧⲉ	1
ⲙⲛ̣ⲡⲉⲩϩⲗⲟϭ	1
ⲉϥⲛⲁⲁⲙⲉⲗⲉⲓⲁⲧⲙⲉⲓ	1
ⲥⲙⲁⲙⲁⲁⲧ	1
ⲡⲉⲛϣⲁϫⲉ	1
ⲡⲉⲛϩⲟⲩⲟ	1
ⲉⲓⲥⲙⲛⲧⲥⲛⲟⲟⲩⲥ	1
ϣⲁⲛⲧⲉⲧ︤ⲛ︥ϭⲟⲧⲡⲟⲩ	1
ⲡⲁⲧϣⲉⲗⲉⲉⲧ	1
ⲛⲅ̇ⲧⲙ︤ϩ︥ⲗⲟⲡⲗ[ⲡ	1
ⲁⲉⲓϯⲃⲁⲡⲧⲓⲥⲙⲁ	1
ϫⲉⲟⲩⲛϣⲙⲙⲟ	1
ⲛ̄ϭⲓⲡⲉⲧⲛⲁϫⲓϩⲣⲁϥ	1
ϫⲉⲟⲩⲛϣⲱⲱⲧ	1
ⲛϥ̄ⲥⲱⲟⲩϩ	1
ⲉⲧⲣⲉⲧⲛⲡⲣⲟⲫⲏⲧⲉⲩⲉ	1
ⲁ̄ⲧⲉⲓⲛⲟϭ	1
ⲛ̇ⲕⲉⲥⲟⲡ	1
ⲛ̄ⲧⲉⲧ︤ⲛ︥ⲥⲩⲛⲁⲅⲱⲅⲏ	1
ⲛ̇ⲗⲁⲁ̇ⲩ	1
ⲉⲡⲉⲧϩⲓⲧⲟⲩⲱⲱϥ	1
ⲙⲛϩⲉⲛⲁⲡⲟⲥⲧⲟⲗⲟⲥ	1
ⲙ̄ⲙⲁⲗⲁⲕⲟⲥ	1
ⲛⲅⲛⲏⲥⲓⲟⲥ	1
ϣⲁⲛⲧⲟⲩϭⲛⲡⲉⲩⲱⲛϩ	1
ⲙⲛⲛⲉⲩⲉ̄ⲣⲏⲩ	1
ⲛ̇ⲛⲁⲩⲏ̇	1
ⲡⲉⲥϩⲁⲉⲓ	1
ϩ︤ⲙ︥ⲡⲉⲩϣⲱⲛⲉ`	1
ⲛ̇ⲧⲁϭⲥⲉ	1
ⲛ̇ⲧⲉϩⲓⲏ	1
ⲡⲉⲧϫⲁϩⲙ	1
ⲡⲉⲧϭⲟϫⲃ	1
ⲡⲉⲧϣⲗⲏⲗ	1
ⲙ̄ⲡⲉⲛⲉⲓⲱⲧ`	1
ⲧϫⲟⲟⲗⲉⲥ	1
ⲛⲥⲉⲕⲁϩⲉⲛⲗⲁⲁⲩ	1
ⲙⲡⲕⲉⲧⲱⲟⲩⲛ	1
ⲉⲧⲃⲉϩⲉⲛϩⲃⲏⲩⲉ	1
ⲛⲛⲟⲩⲙⲉⲉⲩⲉ	1
ⲁϥⲧⲣⲉⲛϩⲁⲗⲏⲥⲓⲥ	1
ⲁⲩⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ	1
ϫⲉⲃⲉⲉⲗⲍⲉⲃⲟⲩⲗ`	1
ϩⲙⲡⲉϯϣⲡϩⲙⲟⲧ	1
ⲛ̇ⲟⲩⲱ̇ⲧ	1
ⲛⲅ̄ⲛⲁϩⲙⲉⲛ	1
ⲧⲁⲕⲉⲟⲩⲁ`	1
ϫⲉϩⲙⲡⲉⲟⲩⲟⲉⲓϣ	1
ⲧⲁⲣⲟⲩⲥ︤ⲣ︥ϥⲉ	1
ⲡⲁⲣⲁⲅⲅⲉⲓⲗⲉ	1
ⲉ̇ⲧⲣⲁⲣ̇ⲡⲡ̇ⲉⲧⲛⲁⲛⲟⲩϥ	1
ⲛ̇ⲣⲁⲧϥ̇	1
ⲉϩⲟⲩⲉⲟⲩⲣⲙⲙⲁⲟ	1
ⲙⲡⲟⲗⲉⲙⲟⲥ	1
ⲉⲧⲣⲉⲟⲩϭⲁⲙⲟⲩⲗ	1
ⲟⲩⲃⲉⲧⲉⲥⲃⲱ	1
ⲙⲡⲟⲗⲓⲧⲏⲥ	1
ⲛ̄ϭⲓⲡⲉⲧⲛ̣ⲁⲡⲱⲧ	1
ⲛ̄ⲛ̄ⲉⲛⲧⲟⲗⲏ	1
ⲛ̇ⲥⲱⲧⲡ̇	1
ⲛ̇ⲧⲁⲅⲙⲁ	1
ⲛ̇ⲧⲉⲧⲙ̇	1
ⲛ̇ⲧⲉⲧⲛ̇	1
ⲛ̇ⲧ̇ⲥⲟⲟⲩϩⲥ̇	1
ⲛ̇ⲧⲟⲟⲧϥ	1
ϩⲉⲛϫⲱϩⲙ	1
ϩⲉⲛϣⲗⲟϥ	1
ϩⲉⲛϩⲟⲧⲉ	1
ϩⲉⲛϩⲱⲧⲃ	1
ϩ︤ⲛ︥ⲟⲩⲛ̣ⲉϩ	1
ϩⲉⲛϯⲧⲱⲛ	1
ⲛⲅ̇ⲧⲙⲙⲉⲉ̇ⲩⲉ̇	1
ⲉⲧϩⲛ̄ⲙⲡⲏⲩⲉ	1
ⲡⲉⲧⲉⲛ̇ⲥⲉϯ̇ⲉ̇ⲟⲟⲩ	1
ⲉ̇ϥ̇ⲛⲁϣⲧ̇	1
ⲉⲑⲁⲗⲁⲥⲥⲁ	1
ⲉϣⲁⲧⲉⲧ︤ⲛ︥ϣⲁⲧⲟⲩ	1
ϫⲉⲛⲅⲙⲉⲉⲩⲉ	1
ⲉϣⲁⲧⲉⲧ︤ⲛ︥ϣⲱⲱⲧ⳿	1
ⲛ̄ⲛⲉϥⲉⲓⲟⲧⲉ	1
ⲛ̣[ϩⲏ]ⲧⲟⲩ	1
ⲛ̄ⲧⲉⲣⲉϥⲧⲥⲁⲃⲟⲟⲩ	1
ⲛ̄ϭⲓϩⲉⲛⲛⲩⲕⲧⲉⲣⲓⲥ`	1
ϩⲓϫⲛⲧⲗⲩⲭⲛⲓⲁ	1
ⲛϭⲓⲡⲉⲥⲧⲁⲩⲣⲟⲥ	1
ⲛⲧⲁⲡⲁⲓϣⲱⲡⲉ	1
ϣⲃ︤ⲣ︥	1
ⲛ̄ⲛ̄ϩⲉⲗⲗⲏⲛ⳿	1
ⲛϫⲡϣⲟⲙⲧⲉ	1
ⲙ̣̄ⲡ̣ⲉⲙⲧⲟ`	1
ⲉⲙⲁⲧⲉⲛⲕⲗⲏⲣⲓⲕⲟⲥ	1
ϫⲉⲡⲉⲧⲉⲟⲩⲛ̄ϭⲟⲙ	1
ϩ︤ⲛ︥ⲟⲩⲥⲱⲃⲉ	1
ⲙ̄ⲡⲉⲛⲟⲩⲣⲟⲧ	1
ⲉⲧⲣⲉⲩⲙⲟⲩⲧⲉ	1
ⲛⲉⲛⲇⲓⲱⲅⲙⲟⲥ	1
ⲛ̄ϣⲱⲣ︤ⲡ︥	1
ⲉⲧϩⲛ̄ⲧⲙⲏⲧⲉ	1
ⲁϥⲣ̂ⲇⲓⲁⲃⲟⲗⲟⲥ	1
ⲙⲡⲟⲩⲉⲓⲙⲉ	1
ⲙⲡⲟⲩⲛⲟϫⲛ	1
ⲛ̄ⲧⲉⲧ︤ⲛ︥ϫⲡⲓⲟⲟⲩ	1
ⲙ︤ⲛ︥ⲧⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ	1
ⲙⲡⲟⲩⲛⲟⲉⲓ	1
ⲙⲡⲟⲩⲟⲉⲓⲛ	1
ⲙⲡⲟⲩⲥⲱⲙⲁ	1
ⲙⲡⲟⲩⲧⲥⲟϥ	1
ⲉⲛⲛⲉϥϫⲡⲓⲟϥ	1
ϫⲉⲛⲅⲥⲟⲟⲩⲛ	1
ⲛⲁ̣ⲛⲁⲅ̣ⲕⲁⲓⲟⲛ	1
ϩⲛϩⲉⲛⲙⲟⲩ⟦ⲟⲩ⟧	1
ⲛ̄ϩⲉⲛⲉⲕⲓⲃⲉ`	1
ϣⲁⲛⲧⲟⲩⲉⲓⲙⲉ	1
ϣⲁⲛⲧⲟⲩⲛⲟϫⲥ	1
ⲧⲙⲛⲧⲛⲁⲏⲧ	1
ⲉⲧⲉⲧⲛϣⲁⲛⲧⲙϯ	1
ϫⲉⲉⲓ̇ⲛⲁⲟⲩϫⲁⲓ̇	1
ⲛ̇ⲃⲛ︤ⲧ︥	1
ⲛⲁⲁⲅⲅⲉⲗⲟⲥ	1
ⲛ̄ⲛⲉϥⲙⲏⲏϣⲉ	1
ⲛ̄ⲧⲁϥϩ︤ⲛ︥ⲟⲩⲡⲁⲑⲟⲥ	1
ⲓ̄ⲁⲕⲱⲃ	1
ⲛⲉϥⲣϣⲡⲏⲣⲉ	1
ⲙⲛϩ̣ⲉⲛⲕⲉⲉⲓⲟⲧⲉ	1
ⲉⲛⲉⲩⲙⲉⲣⲁⲧⲉ	1
Ⲉⲧⲃⲉⲡⲁⲛⲟⲃⲉ	1
ⲛ̄ϩⲉⲛⲉⲛⲧⲟⲗⲏ	1
ⲙ̄ⲡⲟⲩ[..]ⲙⲉ	1
ⲛ̄ϭⲓⲧⲉⲧⲛⲁⲧⲉϩ︤ⲥ︥	1
ⲓ̈ⲁⲕⲱⲃ	1
ⲉⲧⲣⲉⲩⲧⲁⲙⲓⲟ	1
[ⲉϥⲛⲁ]ϣⲧⲛ̣ⲓϥⲉ	1
ⲓ̇ⲱⲥⲏⲫ	1
ⲙ︤ⲛ︥ⲡⲉⲛⲧⲁⲛⲥⲙ︦ⲛ︥ⲧⲟⲟⲧ︤ⲛ︥	1
ⲉⲧⲣⲉⲩⲧⲙⲙⲟⲥ	1
ⲓ̈ⲥⲁⲁⲕ	1
